inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,last_updated
7642,1529,2,161,92,2026-03-08
7643,1529,3,97,90,2026-02-16
7644,1529,4,41,51,2026-02-17
7645,1529,5,363,28,2026-02-25
7646,1530,1,432,56,2026-02-23
7647,1530,2,182,81,2026-03-12
7648,1530,3,242,82,2026-02-11
7649,1530,4,162,39,2026-03-04
7650,1530,5,3,51,2026-02-16
7651,1531,1,100,62,2026-03-03
7652,1531,2,415,80,2026-02-14
7653,1531,3,96,69,2026-03-04
7654,1531,4,225,45,2026-02-21
7655,1531,5,195,85,2026-02-28
7656,1532,1,498,69,2026-03-12
7657,1532,2,391,36,2026-02-13
7658,1532,3,33,33,2026-03-04
7659,1532,4,358,66,2026-03-12
7660,1532,5,486,24,2026-03-11
7661,1533,1,229,48,2026-03-02
7662,1533,2,490,91,2026-02-22
7663,1533,3,423,88,2026-03-11
7664,1533,4,182,30,2026-03-03
7665,1533,5,17,64,2026-02-21
7666,1534,1,152,94,2026-03-04
7667,1534,2,29,64,2026-03-10
7668,1534,3,394,88,2026-02-16
7669,1534,4,233,61,2026-03-10
7670,1534,5,213,24,2026-02-12
7671,1535,1,288,41,2026-03-07
7672,1535,2,413,62,2026-02-16
7673,1535,3,11,91,2026-02-20
7674,1535,4,84,22,2026-03-12
7675,1535,5,365,29,2026-03-01
7676,1536,1,130,39,2026-02-22
7677,1536,2,338,86,2026-02-26
7678,1536,3,106,39,2026-03-10
7679,1536,4,462,31,2026-03-02
7680,1536,5,234,61,2026-02-12
7681,1537,1,300,23,2026-02-17
7682,1537,2,189,34,2026-03-01
7683,1537,3,90,58,2026-02-21
7684,1537,4,384,51,2026-02-24
7685,1537,5,437,78,2026-02-24
7686,1538,1,66,56,2026-02-17
7687,1538,2,423,85,2026-02-25
7688,1538,3,307,68,2026-02-18
7689,1538,4,338,92,2026-02-17
7690,1538,5,149,93,2026-03-05
7691,1539,1,485,39,2026-02-25
7692,1539,2,52,56,2026-03-11
7693,1539,3,478,93,2026-02-27
7694,1539,4,90,28,2026-02-22
7695,1539,5,322,82,2026-02-24
7696,1540,1,123,76,2026-03-09
7697,1540,2,158,80,2026-02-23
7698,1540,3,221,34,2026-02-15
7699,1540,4,312,91,2026-03-06
7700,1540,5,213,65,2026-03-07
7701,1541,1,27,70,2026-03-09
7702,1541,2,129,42,2026-02-11
7703,1541,3,315,80,2026-03-01
7704,1541,4,363,27,2026-02-23
7705,1541,5,126,96,2026-02-11
7706,1542,1,351,71,2026-02-24
7707,1542,2,326,63,2026-02-26
7708,1542,3,66,68,2026-02-16
7709,1542,4,93,91,2026-02-15
7710,1542,5,96,93,2026-03-04
7711,1543,1,170,79,2026-03-03
7712,1543,2,9,84,2026-03-11
7713,1543,3,18,65,2026-02-14
7714,1543,4,37,94,2026-02-15
7715,1543,5,317,40,2026-02-23
7716,1544,1,375,42,2026-02-11
7717,1544,2,251,80,2026-02-27
7718,1544,3,198,76,2026-02-28
7719,1544,4,160,60,2026-02-26
7720,1544,5,428,96,2026-02-26
7721,1545,1,64,24,2026-02-21
7722,1545,2,270,43,2026-02-15
7723,1545,3,136,96,2026-02-12
7724,1545,4,362,86,2026-03-07
7725,1545,5,477,28,2026-03-05
7726,1546,1,286,43,2026-02-20
7727,1546,2,13,81,2026-03-07
7728,1546,3,306,24,2026-03-09
7729,1546,4,174,72,2026-03-01
7730,1546,5,343,46,2026-02-20
7731,1547,1,411,99,2026-02-20
7732,1547,2,245,93,2026-03-04
7733,1547,3,399,26,2026-02-28
7734,1547,4,200,93,2026-02-23
7735,1547,5,100,96,2026-02-24
7736,1548,1,419,44,2026-02-19
7737,1548,2,385,22,2026-02-11
7738,1548,3,224,73,2026-02-11
7739,1548,4,215,100,2026-02-15
7740,1548,5,18,37,2026-02-26
7741,1549,1,96,60,2026-03-11
7742,1549,2,64,84,2026-02-26
7743,1549,3,260,27,2026-03-11
7744,1549,4,27,43,2026-02-18
7745,1549,5,281,22,2026-02-26
7746,1550,1,365,36,2026-03-01
7747,1550,2,163,83,2026-03-04
7748,1550,3,327,70,2026-03-03
7749,1550,4,359,92,2026-02-27
7750,1550,5,352,83,2026-03-07
7751,1551,1,134,78,2026-03-09
7752,1551,2,77,91,2026-03-08
7753,1551,3,268,22,2026-02-25
7754,1551,4,157,27,2026-02-27
7755,1551,5,191,64,2026-03-08
7756,1552,1,357,50,2026-02-18
7757,1552,2,492,65,2026-03-08
7758,1552,3,17,64,2026-03-04
7759,1552,4,203,61,2026-03-10
7760,1552,5,482,56,2026-03-08
7761,1553,1,68,29,2026-02-24
7762,1553,2,257,62,2026-02-14
7763,1553,3,122,44,2026-02-22
7764,1553,4,173,54,2026-02-19
7765,1553,5,111,42,2026-03-11
7766,1554,1,208,64,2026-02-12
7767,1554,2,491,73,2026-02-17
7768,1554,3,488,67,2026-02-27
7769,1554,4,271,34,2026-02-22
7770,1554,5,103,23,2026-02-25
7771,1555,1,172,46,2026-02-12
7772,1555,2,61,26,2026-02-23
7773,1555,3,11,88,2026-03-12
7774,1555,4,349,76,2026-02-19
7775,1555,5,226,76,2026-03-01
7776,1556,1,381,21,2026-02-11
7777,1556,2,53,26,2026-02-20
7778,1556,3,93,83,2026-02-25
7779,1556,4,330,97,2026-02-14
7780,1556,5,126,44,2026-03-11
7781,1557,1,32,95,2026-03-10
7782,1557,2,420,32,2026-02-17
7783,1557,3,375,56,2026-02-23
7784,1557,4,74,89,2026-02-21
7785,1557,5,154,43,2026-02-16
7786,1558,1,446,61,2026-03-05
7787,1558,2,451,30,2026-03-04
7788,1558,3,162,59,2026-02-20
7789,1558,4,125,49,2026-02-15
7790,1558,5,407,91,2026-03-06
7791,1559,1,109,73,2026-03-12
7792,1559,2,238,42,2026-03-09
7793,1559,3,128,35,2026-02-18
7794,1559,4,109,84,2026-03-07
7795,1559,5,297,67,2026-02-12
7796,1560,1,416,43,2026-02-22
7797,1560,2,41,38,2026-02-16
7798,1560,3,246,76,2026-03-04
7799,1560,4,448,24,2026-03-10
7800,1560,5,184,55,2026-03-03
7801,1561,1,441,30,2026-02-11
7802,1561,2,301,96,2026-03-04
7803,1561,3,353,27,2026-02-24
7804,1561,4,369,63,2026-02-13
7805,1561,5,392,72,2026-03-11
7806,1562,1,265,67,2026-02-13
7807,1562,2,417,33,2026-03-01
7808,1562,3,142,93,2026-03-11
7809,1562,4,52,93,2026-02-16
7810,1562,5,489,66,2026-03-02
7811,1563,1,98,29,2026-03-12
7812,1563,2,17,52,2026-03-07
7813,1563,3,120,81,2026-03-08
7814,1563,4,87,55,2026-02-21
7815,1563,5,364,58,2026-02-12
7816,1564,1,148,59,2026-03-02
7817,1564,2,414,91,2026-03-11
7818,1564,3,3,63,2026-02-28
7819,1564,4,409,93,2026-03-06
7820,1564,5,105,64,2026-03-04
7821,1565,1,329,50,2026-03-09
7822,1565,2,141,39,2026-03-04
7823,1565,3,54,56,2026-03-02
7824,1565,4,383,100,2026-02-27
7825,1565,5,377,89,2026-03-04
7826,1566,1,180,74,2026-02-13
7827,1566,2,322,41,2026-03-02
7828,1566,3,177,70,2026-02-20
7829,1566,4,313,61,2026-02-11
7830,1566,5,280,41,2026-03-04
7831,1567,1,135,82,2026-03-12
7832,1567,2,40,58,2026-02-11
7833,1567,3,405,59,2026-02-20
7834,1567,4,412,20,2026-03-08
7835,1567,5,302,22,2026-03-08
7836,1568,1,85,43,2026-02-19
7837,1568,2,111,22,2026-03-03
7838,1568,3,316,92,2026-02-19
7839,1568,4,66,72,2026-03-12
7840,1568,5,56,81,2026-03-11
7841,1569,1,204,61,2026-03-10
7842,1569,2,54,53,2026-03-03
7843,1569,3,384,89,2026-02-21
7844,1569,4,37,44,2026-03-05
7845,1569,5,360,64,2026-02-26
7846,1570,1,184,20,2026-02-14
7847,1570,2,262,23,2026-03-09
7848,1570,3,221,45,2026-02-11
7849,1570,4,477,75,2026-02-25
7850,1570,5,244,71,2026-02-16
7851,1571,1,116,29,2026-03-05
7852,1571,2,46,96,2026-03-09
7853,1571,3,121,37,2026-03-10
7854,1571,4,463,83,2026-02-23
7855,1571,5,481,85,2026-02-25
7856,1572,1,256,25,2026-03-04
7857,1572,2,355,42,2026-02-22
7858,1572,3,192,88,2026-02-12
7859,1572,4,168,70,2026-02-14
7860,1572,5,351,89,2026-03-07
7861,1573,1,222,67,2026-03-10
7862,1573,2,51,57,2026-02-18
7863,1573,3,115,92,2026-02-18
7864,1573,4,10,62,2026-03-04
7865,1573,5,208,37,2026-03-09
7866,1574,1,256,56,2026-03-06
7867,1574,2,49,94,2026-03-10
7868,1574,3,245,59,2026-02-25
7869,1574,4,434,56,2026-02-12
7870,1574,5,270,98,2026-02-24
7871,1575,1,100,76,2026-03-11
7872,1575,2,79,25,2026-02-26
7873,1575,3,401,29,2026-03-01
7874,1575,4,28,44,2026-02-19
7875,1575,5,331,59,2026-02-17
7876,1576,1,46,74,2026-03-08
7877,1576,2,152,76,2026-03-07
7878,1576,3,426,66,2026-02-22
7879,1576,4,284,46,2026-02-13
7880,1576,5,397,24,2026-03-06
7881,1577,1,176,75,2026-02-11
7882,1577,2,172,36,2026-02-20
7883,1577,3,427,28,2026-03-06
7884,1577,4,8,30,2026-02-17
7885,1577,5,252,77,2026-02-16
7886,1578,1,294,63,2026-03-12
7887,1578,2,249,20,2026-02-13
7888,1578,3,299,81,2026-02-21
7889,1578,4,207,60,2026-02-12
7890,1578,5,493,37,2026-02-23
7891,1579,1,427,39,2026-03-02
7892,1579,2,413,98,2026-02-23
7893,1579,3,365,76,2026-02-16
7894,1579,4,342,58,2026-02-16
7895,1579,5,189,100,2026-02-13
7896,1580,1,183,33,2026-03-08
7897,1580,2,246,34,2026-02-28
7898,1580,3,200,69,2026-03-04
7899,1580,4,199,32,2026-03-10
7900,1580,5,429,45,2026-03-04
7901,1581,1,410,87,2026-03-06
7902,1581,2,140,39,2026-02-21
7903,1581,3,313,29,2026-02-16
7904,1581,4,137,77,2026-03-09
7905,1581,5,28,65,2026-02-28
7906,1582,1,270,65,2026-03-01
7907,1582,2,219,78,2026-03-09
7908,1582,3,22,59,2026-03-06
7909,1582,4,89,55,2026-03-10
7910,1582,5,390,74,2026-02-20
7911,1583,1,232,73,2026-02-26
7912,1583,2,252,50,2026-03-03
7913,1583,3,170,90,2026-03-12
7914,1583,4,252,96,2026-02-27
7915,1583,5,328,36,2026-03-02
7916,1584,1,436,73,2026-03-04
7917,1584,2,157,64,2026-02-22
7918,1584,3,466,28,2026-03-11
7919,1584,4,218,33,2026-03-02
7920,1584,5,266,40,2026-03-10
7921,1585,1,230,65,2026-02-16
7922,1585,2,303,41,2026-02-28
7923,1585,3,305,21,2026-02-12
7924,1585,4,223,72,2026-03-03
7925,1585,5,48,20,2026-03-10
7926,1586,1,257,21,2026-02-14
7927,1586,2,365,41,2026-03-11
7928,1586,3,27,98,2026-02-11
7929,1586,4,429,77,2026-03-03
7930,1586,5,370,69,2026-03-05
7931,1587,1,168,31,2026-03-02
7932,1587,2,251,36,2026-03-05
7933,1587,3,467,47,2026-02-16
7934,1587,4,308,100,2026-02-18
7935,1587,5,90,56,2026-02-23
7936,1588,1,165,81,2026-03-11
7937,1588,2,252,75,2026-02-22
7938,1588,3,116,100,2026-03-07
7939,1588,4,217,77,2026-03-07
7940,1588,5,232,69,2026-02-12
7941,1589,1,308,27,2026-02-24
7942,1589,2,57,86,2026-03-07
7943,1589,3,336,87,2026-02-20
7944,1589,4,256,78,2026-03-07
7945,1589,5,5,98,2026-03-12
7946,1590,1,242,63,2026-03-04
7947,1590,2,221,72,2026-02-15
7948,1590,3,307,35,2026-02-24
7949,1590,4,72,36,2026-02-19
7950,1590,5,89,73,2026-02-12
7951,1591,1,155,67,2026-03-04
7952,1591,2,107,87,2026-02-20
7953,1591,3,315,99,2026-03-07
7954,1591,4,108,68,2026-03-11
7955,1591,5,426,25,2026-03-03
7956,1592,1,235,30,2026-02-28
7957,1592,2,486,20,2026-02-20
7958,1592,3,100,20,2026-03-05
7959,1592,4,299,63,2026-02-17
7960,1592,5,456,30,2026-02-12
7961,1593,1,348,96,2026-02-12
7962,1593,2,202,94,2026-02-19
7963,1593,3,233,22,2026-02-19
7964,1593,4,234,26,2026-03-01
7965,1593,5,67,72,2026-02-25
7966,1594,1,426,22,2026-02-26
7967,1594,2,116,39,2026-02-17
7968,1594,3,73,43,2026-02-28
7969,1594,4,492,79,2026-03-04
7970,1594,5,419,77,2026-03-09
7971,1595,1,14,70,2026-02-12
7972,1595,2,20,59,2026-03-03
7973,1595,3,37,36,2026-02-27
7974,1595,4,172,63,2026-02-17
7975,1595,5,358,80,2026-02-13
7976,1596,1,303,46,2026-03-04
7977,1596,2,86,54,2026-02-27
7978,1596,3,171,20,2026-02-22
7979,1596,4,438,35,2026-02-28
7980,1596,5,111,64,2026-02-17
7981,1597,1,315,73,2026-03-08
7982,1597,2,3,28,2026-02-13
7983,1597,3,387,93,2026-03-08
7984,1597,4,68,51,2026-03-09
7985,1597,5,446,59,2026-02-21
7986,1598,1,287,66,2026-02-18
7987,1598,2,445,23,2026-02-23
7988,1598,3,78,64,2026-03-05
7989,1598,4,0,71,2026-02-17
7990,1598,5,43,33,2026-03-06
7991,1599,1,233,50,2026-02-15
7992,1599,2,273,69,2026-03-11
7993,1599,3,220,53,2026-03-08
7994,1599,4,193,43,2026-03-12
7995,1599,5,431,61,2026-03-03
7996,1600,1,124,90,2026-02-14
7997,1600,2,401,44,2026-03-04
7998,1600,3,123,98,2026-03-09
7999,1600,4,371,89,2026-02-16
8000,1600,5,440,63,2026-02-12
8001,1601,1,328,42,2026-02-27
8002,1601,2,475,39,2026-02-21
8003,1601,3,388,65,2026-02-17
8004,1601,4,370,71,2026-03-12
8005,1601,5,476,23,2026-02-28
8006,1602,1,232,27,2026-03-03
8007,1602,2,254,41,2026-02-19
8008,1602,3,39,71,2026-03-01
8009,1602,4,41,58,2026-02-21
8010,1602,5,193,36,2026-02-26
8011,1603,1,440,29,2026-02-27
8012,1603,2,336,65,2026-02-15
8013,1603,3,431,51,2026-02-18
8014,1603,4,21,98,2026-02-13
8015,1603,5,439,89,2026-02-21
8016,1604,1,281,79,2026-03-07
8017,1604,2,73,30,2026-02-19
8018,1604,3,411,69,2026-02-21
8019,1604,4,471,82,2026-02-22
8020,1604,5,423,33,2026-02-26
8021,1605,1,363,69,2026-03-05
8022,1605,2,429,30,2026-03-06
8023,1605,3,127,65,2026-02-16
8024,1605,4,424,28,2026-03-12
8025,1605,5,421,31,2026-02-17
8026,1606,1,363,70,2026-02-25
8027,1606,2,116,52,2026-02-12
8028,1606,3,179,42,2026-02-22
8029,1606,4,322,56,2026-03-09
8030,1606,5,309,65,2026-03-12
8031,1607,1,117,57,2026-02-16
8032,1607,2,69,74,2026-02-25
8033,1607,3,265,47,2026-03-10
8034,1607,4,394,96,2026-03-10
8035,1607,5,234,25,2026-03-02
8036,1608,1,452,43,2026-02-15
8037,1608,2,112,21,2026-02-18
8038,1608,3,254,40,2026-02-16
8039,1608,4,196,63,2026-02-11
8040,1608,5,271,68,2026-02-16
8041,1609,1,265,96,2026-02-16
8042,1609,2,430,82,2026-02-26
8043,1609,3,162,51,2026-03-09
8044,1609,4,444,52,2026-02-23
8045,1609,5,226,81,2026-02-11
8046,1610,1,419,24,2026-02-20
8047,1610,2,454,44,2026-02-15
8048,1610,3,210,84,2026-02-12
8049,1610,4,365,33,2026-02-26
8050,1610,5,463,71,2026-03-04
8051,1611,1,77,77,2026-03-12
8052,1611,2,263,25,2026-03-05
8053,1611,3,299,27,2026-02-26
8054,1611,4,270,23,2026-03-12
8055,1611,5,307,20,2026-02-21
8056,1612,1,287,35,2026-02-22
8057,1612,2,279,68,2026-03-01
8058,1612,3,243,75,2026-02-21
8059,1612,4,284,86,2026-02-21
8060,1612,5,182,65,2026-02-14
8061,1613,1,6,58,2026-02-19
8062,1613,2,113,95,2026-02-22
8063,1613,3,126,29,2026-02-14
8064,1613,4,274,40,2026-02-13
8065,1613,5,360,91,2026-02-15
8066,1614,1,12,95,2026-03-01
8067,1614,2,26,32,2026-03-01
8068,1614,3,332,94,2026-02-19
8069,1614,4,339,90,2026-03-02
8070,1614,5,484,91,2026-02-16
8071,1615,1,263,20,2026-02-24
8072,1615,2,10,21,2026-02-23
8073,1615,3,391,68,2026-02-15
8074,1615,4,355,99,2026-03-06
8075,1615,5,381,31,2026-02-22
8076,1616,1,443,54,2026-02-25
8077,1616,2,429,44,2026-02-17
8078,1616,3,354,72,2026-02-27
8079,1616,4,30,77,2026-03-11
8080,1616,5,313,44,2026-02-25
8081,1617,1,333,36,2026-03-09
8082,1617,2,240,24,2026-02-23
8083,1617,3,318,59,2026-02-17
8084,1617,4,270,88,2026-02-11
8085,1617,5,38,29,2026-02-22
8086,1618,1,181,56,2026-03-09
8087,1618,2,181,58,2026-03-11
8088,1618,3,52,74,2026-02-14
8089,1618,4,459,45,2026-03-07
8090,1618,5,491,44,2026-03-07
8091,1619,1,45,49,2026-03-08
8092,1619,2,8,83,2026-02-16
8093,1619,3,321,100,2026-03-11
8094,1619,4,471,38,2026-03-12
8095,1619,5,456,64,2026-03-02
8096,1620,1,305,89,2026-02-12
8097,1620,2,63,94,2026-02-24
8098,1620,3,93,99,2026-02-15
8099,1620,4,69,61,2026-02-18
8100,1620,5,56,39,2026-02-22
8101,1621,1,463,59,2026-02-25
8102,1621,2,63,60,2026-02-18
8103,1621,3,193,71,2026-02-25
8104,1621,4,414,80,2026-02-15
8105,1621,5,93,28,2026-03-03
8106,1622,1,87,56,2026-03-12
8107,1622,2,402,63,2026-03-06
8108,1622,3,465,47,2026-03-01
8109,1622,4,449,53,2026-03-10
8110,1622,5,74,62,2026-03-10
8111,1623,1,362,87,2026-03-07
8112,1623,2,114,67,2026-03-06
8113,1623,3,144,41,2026-03-04
8114,1623,4,441,26,2026-02-19
8115,1623,5,150,37,2026-02-19
8116,1624,1,178,78,2026-02-26
8117,1624,2,470,44,2026-02-24
8118,1624,3,184,98,2026-03-08
8119,1624,4,344,27,2026-03-12
8120,1624,5,276,78,2026-02-17
8121,1625,1,152,71,2026-03-01
8122,1625,2,374,87,2026-02-16
8123,1625,3,297,97,2026-02-14
8124,1625,4,474,39,2026-02-17
8125,1625,5,465,60,2026-02-11
8126,1626,1,409,36,2026-03-09
8127,1626,2,495,51,2026-02-19
8128,1626,3,11,81,2026-02-13
8129,1626,4,432,31,2026-03-10
8130,1626,5,394,97,2026-02-14
8131,1627,1,484,33,2026-03-10
8132,1627,2,241,100,2026-03-12
8133,1627,3,127,45,2026-02-12
8134,1627,4,144,73,2026-02-28
8135,1627,5,235,27,2026-02-24
8136,1628,1,367,86,2026-02-17
8137,1628,2,231,52,2026-02-28
8138,1628,3,104,58,2026-02-11
8139,1628,4,432,53,2026-02-16
8140,1628,5,390,56,2026-02-18
8141,1629,1,380,50,2026-03-12
8142,1629,2,124,42,2026-03-10
8143,1629,3,426,21,2026-02-15
8144,1629,4,72,63,2026-03-02
8145,1629,5,183,70,2026-03-02
8146,1630,1,454,61,2026-02-20
8147,1630,2,185,56,2026-02-27
8148,1630,3,190,24,2026-02-15
8149,1630,4,487,34,2026-02-19
8150,1630,5,330,82,2026-03-02
8151,1631,1,164,58,2026-03-05
8152,1631,2,240,51,2026-02-24
8153,1631,3,341,68,2026-02-28
8154,1631,4,316,42,2026-03-08
8155,1631,5,198,92,2026-03-11
8156,1632,1,77,24,2026-02-25
8157,1632,2,351,50,2026-02-14
8158,1632,3,106,56,2026-02-27
8159,1632,4,230,47,2026-02-11
8160,1632,5,215,59,2026-03-09
8161,1633,1,204,30,2026-03-11
8162,1633,2,127,96,2026-02-20
8163,1633,3,275,56,2026-02-16
8164,1633,4,283,36,2026-02-16
8165,1633,5,215,31,2026-03-06
8166,1634,1,211,36,2026-02-27
8167,1634,2,200,87,2026-03-04
8168,1634,3,205,44,2026-02-28
8169,1634,4,412,92,2026-02-21
8170,1634,5,105,98,2026-02-18
8171,1635,1,104,26,2026-03-05
8172,1635,2,75,49,2026-02-22
8173,1635,3,411,64,2026-03-08
8174,1635,4,83,23,2026-02-21
8175,1635,5,214,50,2026-03-10
8176,1636,1,148,44,2026-02-27
8177,1636,2,275,71,2026-02-21
8178,1636,3,17,24,2026-02-17
8179,1636,4,65,31,2026-02-25
8180,1636,5,13,85,2026-02-22
8181,1637,1,472,76,2026-02-21
8182,1637,2,314,47,2026-03-10
8183,1637,3,312,57,2026-02-15
8184,1637,4,347,36,2026-02-20
8185,1637,5,467,94,2026-02-27
8186,1638,1,240,71,2026-03-04
8187,1638,2,168,91,2026-03-12
8188,1638,3,373,55,2026-03-10
8189,1638,4,153,87,2026-02-12
8190,1638,5,78,32,2026-03-04
8191,1639,1,101,71,2026-03-07
8192,1639,2,364,54,2026-03-03
8193,1639,3,85,48,2026-02-20
8194,1639,4,350,37,2026-02-14
8195,1639,5,95,57,2026-02-26
8196,1640,1,428,42,2026-02-25
8197,1640,2,471,92,2026-03-01
8198,1640,3,271,70,2026-02-16
8199,1640,4,170,81,2026-02-13
8200,1640,5,45,63,2026-03-01
8201,1641,1,315,73,2026-03-01
8202,1641,2,415,29,2026-03-06
8203,1641,3,406,38,2026-02-21
8204,1641,4,200,98,2026-03-03
8205,1641,5,444,90,2026-03-10
8206,1642,1,411,87,2026-03-01
8207,1642,2,11,93,2026-02-20
8208,1642,3,412,50,2026-03-02
8209,1642,4,74,73,2026-03-01
8210,1642,5,143,39,2026-02-18
8211,1643,1,169,45,2026-02-13
8212,1643,2,400,80,2026-02-23
8213,1643,3,480,94,2026-02-12
8214,1643,4,461,95,2026-02-19
8215,1643,5,162,20,2026-03-05
8216,1644,1,93,30,2026-02-17
8217,1644,2,127,47,2026-03-12
8218,1644,3,57,78,2026-02-14
8219,1644,4,400,56,2026-03-12
8220,1644,5,75,54,2026-02-22
8221,1645,1,356,72,2026-03-07
8222,1645,2,424,32,2026-02-21
8223,1645,3,40,81,2026-02-11
8224,1645,4,380,32,2026-03-03
8225,1645,5,422,86,2026-03-12
8226,1646,1,381,42,2026-03-03
8227,1646,2,416,58,2026-03-04
8228,1646,3,194,82,2026-02-19
8229,1646,4,360,92,2026-03-01
8230,1646,5,13,61,2026-02-11
8231,1647,1,124,100,2026-02-28
8232,1647,2,387,93,2026-03-12
8233,1647,3,266,39,2026-03-08
8234,1647,4,336,60,2026-02-19
8235,1647,5,441,57,2026-02-17
8236,1648,1,41,58,2026-02-17
8237,1648,2,56,51,2026-03-01
8238,1648,3,398,97,2026-02-28
8239,1648,4,100,88,2026-02-27
8240,1648,5,195,96,2026-03-08
8241,1649,1,89,96,2026-02-23
8242,1649,2,250,42,2026-03-06
8243,1649,3,435,31,2026-03-12
8244,1649,4,428,20,2026-03-05
8245,1649,5,245,43,2026-03-05
8246,1650,1,199,45,2026-02-21
8247,1650,2,354,97,2026-03-05
8248,1650,3,167,66,2026-03-07
8249,1650,4,461,51,2026-02-28
8250,1650,5,375,65,2026-02-26
8251,1651,1,451,81,2026-03-01
8252,1651,2,339,51,2026-03-07
8253,1651,3,341,85,2026-02-28
8254,1651,4,198,25,2026-02-26
8255,1651,5,255,39,2026-03-12
8256,1652,1,56,62,2026-02-24
8257,1652,2,229,29,2026-02-16
8258,1652,3,219,37,2026-02-13
8259,1652,4,270,29,2026-02-16
8260,1652,5,498,90,2026-03-06
8261,1653,1,76,35,2026-02-13
8262,1653,2,415,47,2026-02-18
8263,1653,3,126,83,2026-03-12
8264,1653,4,446,65,2026-02-19
8265,1653,5,414,27,2026-03-03
8266,1654,1,148,64,2026-03-01
8267,1654,2,126,63,2026-02-26
8268,1654,3,206,25,2026-02-26
8269,1654,4,265,96,2026-03-10
8270,1654,5,55,99,2026-02-26
8271,1655,1,167,51,2026-02-16
8272,1655,2,313,44,2026-02-12
8273,1655,3,468,30,2026-02-22
8274,1655,4,418,51,2026-02-18
8275,1655,5,312,40,2026-03-01
8276,1656,1,294,35,2026-02-19
8277,1656,2,187,63,2026-02-11
8278,1656,3,196,58,2026-03-12
8279,1656,4,157,55,2026-03-01
8280,1656,5,407,32,2026-02-24
8281,1657,1,384,76,2026-02-11
8282,1657,2,426,100,2026-02-24
8283,1657,3,391,93,2026-02-23
8284,1657,4,479,54,2026-03-04
8285,1657,5,196,59,2026-02-28
8286,1658,1,431,84,2026-03-07
8287,1658,2,405,36,2026-02-14
8288,1658,3,84,22,2026-02-24
8289,1658,4,97,92,2026-02-28
8290,1658,5,334,67,2026-02-16
8291,1659,1,489,37,2026-02-19
8292,1659,2,45,27,2026-02-11
8293,1659,3,355,51,2026-03-05
8294,1659,4,373,49,2026-03-03
8295,1659,5,474,47,2026-02-19
8296,1660,1,279,29,2026-03-02
8297,1660,2,366,25,2026-02-14
8298,1660,3,334,89,2026-02-22
8299,1660,4,475,81,2026-02-25
8300,1660,5,196,32,2026-02-15
8301,1661,1,364,74,2026-02-25
8302,1661,2,29,27,2026-02-28
8303,1661,3,323,80,2026-03-03
8304,1661,4,58,81,2026-02-27
8305,1661,5,411,31,2026-02-16
8306,1662,1,12,45,2026-02-24
8307,1662,2,472,65,2026-02-28
8308,1662,3,149,54,2026-02-28
8309,1662,4,365,24,2026-03-09
8310,1662,5,312,41,2026-03-01
8311,1663,1,491,69,2026-03-05
8312,1663,2,235,74,2026-02-13
8313,1663,3,451,73,2026-02-28
8314,1663,4,72,71,2026-02-27
8315,1663,5,166,61,2026-03-01
8316,1664,1,5,68,2026-03-02
8317,1664,2,190,36,2026-02-28
8318,1664,3,448,39,2026-02-15
8319,1664,4,470,60,2026-02-28
8320,1664,5,179,48,2026-02-24
8321,1665,1,270,23,2026-02-14
8322,1665,2,219,68,2026-02-21
8323,1665,3,171,67,2026-02-23
8324,1665,4,131,65,2026-02-15
8325,1665,5,120,24,2026-03-11
8326,1666,1,183,52,2026-02-27
8327,1666,2,12,91,2026-02-14
8328,1666,3,60,77,2026-02-16
8329,1666,4,59,63,2026-03-11
8330,1666,5,424,83,2026-03-11
8331,1667,1,122,72,2026-03-12
8332,1667,2,132,29,2026-02-19
8333,1667,3,334,48,2026-02-19
8334,1667,4,157,52,2026-03-09
8335,1667,5,17,32,2026-02-25
8336,1668,1,457,70,2026-02-20
8337,1668,2,425,43,2026-03-08
8338,1668,3,119,23,2026-03-12
8339,1668,4,64,74,2026-03-10
8340,1668,5,387,97,2026-02-20
8341,1669,1,12,44,2026-03-10
8342,1669,2,30,56,2026-02-28
8343,1669,3,444,97,2026-02-21
8344,1669,4,231,33,2026-03-10
8345,1669,5,439,23,2026-03-12
8346,1670,1,60,32,2026-02-23
8347,1670,2,139,24,2026-02-23
8348,1670,3,195,26,2026-03-08
8349,1670,4,322,66,2026-02-18
8350,1670,5,491,34,2026-03-05
8351,1671,1,441,35,2026-02-24
8352,1671,2,229,43,2026-03-11
8353,1671,3,247,78,2026-03-11
8354,1671,4,160,27,2026-03-12
8355,1671,5,486,25,2026-02-14
8356,1672,1,219,60,2026-02-28
8357,1672,2,351,54,2026-02-16
8358,1672,3,277,87,2026-02-14
8359,1672,4,197,47,2026-02-14
8360,1672,5,273,78,2026-02-18
8361,1673,1,247,83,2026-02-16
8362,1673,2,289,62,2026-02-24
8363,1673,3,30,66,2026-02-21
8364,1673,4,459,45,2026-03-12
8365,1673,5,161,37,2026-03-09
8366,1674,1,333,41,2026-03-04
8367,1674,2,494,54,2026-02-18
8368,1674,3,398,60,2026-03-07
8369,1674,4,318,71,2026-02-28
8370,1674,5,30,20,2026-02-27
8371,1675,1,137,85,2026-02-14
8372,1675,2,432,29,2026-02-14
8373,1675,3,375,100,2026-02-12
8374,1675,4,95,61,2026-03-03
8375,1675,5,498,61,2026-02-26
8376,1676,1,102,73,2026-02-21
